id,question,background,resolution_criteria,source,url,resolved_at,outcome,resolved_to,forecastbench_resolution_snapshot,forecastbench_question_set,freeze_datetime,market_info_open_datetime,market_info_close_datetime,market_info_resolution_criteria
D5o5fIGpQnjANdl2DxdU,Will there be a US recession by EOY2025?,"A recession is defined as 2 consecutive quarters where the GDP is negative. We will use the initial estimate provided, not any revised estimates.

Both quarters must occur in 2025, ie Q3 and Q4 having negative GDP will resolve this market to YES. However, 2025 Q4 and 2026 Q1 would resolve this market to NO.",Resolves to the outcome of the question found at https://manifold.markets/turtlepurple/will-there-be-a-us-recession-by-eoy.,manifold,https://manifold.markets/turtlepurple/will-there-be-a-us-recession-by-eoy,2025-12-26,0,0.0,2025-11-23_resolution_set.json,2025-11-23-llm.json,2025-11-13T00:00:00+00:00,2024-06-01T08:33:28+00:00,2026-01-01T07:59:00+00:00,N/A
meteofrance_TEMPERATURE_celsius.81401.D,What is the probability that the daily average temperature at the French weather station at Saint-Laurent will be higher on {resolution_date} than on {forecast_due_date}?,The history of Average temperature by day and by station for France - Degree Celsius - SAINT LAURENT - Daily from Météo-France is available at https://db.nomics.world/meteofrance/TEMPERATURE/celsius.81401.D.,Resolves to the value found at https://db.nomics.world/meteofrance/TEMPERATURE/celsius.81401.D once the data is published.,dbnomics,https://db.nomics.world/meteofrance/TEMPERATURE/celsius.81401.D,2025-12-23,0,0.0,2025-11-23_resolution_set.json,2025-11-23-llm.json,2025-11-13T00:00:00+00:00,N/A,N/A,N/A
meteofrance_TEMPERATURE_celsius.78890.D,What is the probability that the daily average temperature at the French weather station at La Désirade will be higher on {resolution_date} than on {forecast_due_date}?,The history of Average temperature by day and by station for France - Degree Celsius - LA DESIRADE METEO - Daily from Météo-France is available at https://db.nomics.world/meteofrance/TEMPERATURE/celsius.78890.D.,Resolves to the value found at https://db.nomics.world/meteofrance/TEMPERATURE/celsius.78890.D once the data is published.,dbnomics,https://db.nomics.world/meteofrance/TEMPERATURE/celsius.78890.D,2025-12-23,0,0.0,2025-11-23_resolution_set.json,2025-11-23-llm.json,2025-11-13T00:00:00+00:00,N/A,N/A,N/A
meteofrance_TEMPERATURE_celsius.07460.D,What is the probability that the daily average temperature at the French weather station at Clermont-Ferrand Auvergne Airport will be higher on {resolution_date} than on {forecast_due_date}?,The history of Average temperature by day and by station for France - Degree Celsius - CLERMONT-FD - Daily from Météo-France is available at https://db.nomics.world/meteofrance/TEMPERATURE/celsius.07460.D.,Resolves to the value found at https://db.nomics.world/meteofrance/TEMPERATURE/celsius.07460.D once the data is published.,dbnomics,https://db.nomics.world/meteofrance/TEMPERATURE/celsius.07460.D,2025-12-23,1,1.0,2025-11-23_resolution_set.json,2025-11-23-llm.json,2025-11-13T00:00:00+00:00,N/A,N/A,N/A
meteofrance_TEMPERATURE_celsius.07335.D,What is the probability that the daily average temperature at the French weather station at Poitiers–Biard Airport will be higher on {resolution_date} than on {forecast_due_date}?,The history of Average temperature by day and by station for France - Degree Celsius - POITIERS-BIARD - Daily from Météo-France is available at https://db.nomics.world/meteofrance/TEMPERATURE/celsius.07335.D.,Resolves to the value found at https://db.nomics.world/meteofrance/TEMPERATURE/celsius.07335.D once the data is published.,dbnomics,https://db.nomics.world/meteofrance/TEMPERATURE/celsius.07335.D,2025-12-23,0,0.0,2025-11-23_resolution_set.json,2025-11-23-llm.json,2025-11-13T00:00:00+00:00,N/A,N/A,N/A
meteofrance_TEMPERATURE_celsius.07117.D,What is the probability that the daily average temperature at the French weather station at Ploumanac'h will be higher on {resolution_date} than on {forecast_due_date}?,The history of Average temperature by day and by station for France - Degree Celsius - PLOUMANAC'H - Daily from Météo-France is available at https://db.nomics.world/meteofrance/TEMPERATURE/celsius.07117.D.,Resolves to the value found at https://db.nomics.world/meteofrance/TEMPERATURE/celsius.07117.D once the data is published.,dbnomics,https://db.nomics.world/meteofrance/TEMPERATURE/celsius.07117.D,2025-12-23,0,0.0,2025-11-23_resolution_set.json,2025-11-23-llm.json,2025-11-13T00:00:00+00:00,N/A,N/A,N/A
f495f943adc010fb48ec271d757e95f77287199ced09bd662bb0d361042b05d2,"According to Wikipedia, will a vaccine have been developed for Human parainfluenza virus infection by {resolution_date}?","According to Wikipedia, Human parainfluenza virus infection is the common name of an infectious disease. A vaccine is a biological preparation that provides active acquired immunity to a particular infectious or malignant disease. The safety and effectiveness of vaccines has been widely studied and verified. A vaccine typically contains an agent that resembles a disease-causing microorganism and is often made from weakened or killed forms of the microbe, its toxins, or one of its surface proteins. The agent stimulates the body's immune system to recognize the agent as a threat, destroy it, and recognize further and destroy any of the microorganisms associated with that agent that it may encounter in the future.",Resolves to the value calculated from https://en.wikipedia.org/wiki/List_of_infectious_diseases on the resolution date.,wikipedia,https://en.wikipedia.org/wiki/List_of_infectious_diseases,2025-12-23,0,0.0,2025-11-23_resolution_set.json,2025-11-23-llm.json,2025-11-13T00:00:00+00:00,N/A,N/A,N/A
ee34f87f6d9a8d40de0c69aac8c86ef6e35278a05bbd8431cc1348f3313fc081,"According to Wikipedia, will a vaccine have been developed for Tinea capitis (ringworm of the scalp) by {resolution_date}?","According to Wikipedia, Tinea capitis (ringworm of the scalp) is the common name of an infectious disease. A vaccine is a biological preparation that provides active acquired immunity to a particular infectious or malignant disease. The safety and effectiveness of vaccines has been widely studied and verified. A vaccine typically contains an agent that resembles a disease-causing microorganism and is often made from weakened or killed forms of the microbe, its toxins, or one of its surface proteins. The agent stimulates the body's immune system to recognize the agent as a threat, destroy it, and recognize further and destroy any of the microorganisms associated with that agent that it may encounter in the future.",Resolves to the value calculated from https://en.wikipedia.org/wiki/List_of_infectious_diseases on the resolution date.,wikipedia,https://en.wikipedia.org/wiki/List_of_infectious_diseases,2025-12-23,0,0.0,2025-11-23_resolution_set.json,2025-11-23-llm.json,2025-11-13T00:00:00+00:00,N/A,N/A,N/A
e38d9036894c7574f34ae300dbac617e07c4b132111d06d5c0b2768b49c4612e,"According to Wikipedia, will a vaccine have been developed for Fatal familial insomnia (FFI) by {resolution_date}?","According to Wikipedia, Fatal familial insomnia (FFI) is the common name of an infectious disease. A vaccine is a biological preparation that provides active acquired immunity to a particular infectious or malignant disease. The safety and effectiveness of vaccines has been widely studied and verified. A vaccine typically contains an agent that resembles a disease-causing microorganism and is often made from weakened or killed forms of the microbe, its toxins, or one of its surface proteins. The agent stimulates the body's immune system to recognize the agent as a threat, destroy it, and recognize further and destroy any of the microorganisms associated with that agent that it may encounter in the future.",Resolves to the value calculated from https://en.wikipedia.org/wiki/List_of_infectious_diseases on the resolution date.,wikipedia,https://en.wikipedia.org/wiki/List_of_infectious_diseases,2025-12-23,0,0.0,2025-11-23_resolution_set.json,2025-11-23-llm.json,2025-11-13T00:00:00+00:00,N/A,N/A,N/A
e2b3905701cc6e48e39c4b858b0ab42ffa7f5db8a6e0830c06fc94daf49cfb4b,"According to Wikipedia, will a vaccine have been developed for Bubonic plague by {resolution_date}?","According to Wikipedia, Bubonic plague is the common name of an infectious disease. A vaccine is a biological preparation that provides active acquired immunity to a particular infectious or malignant disease. The safety and effectiveness of vaccines has been widely studied and verified. A vaccine typically contains an agent that resembles a disease-causing microorganism and is often made from weakened or killed forms of the microbe, its toxins, or one of its surface proteins. The agent stimulates the body's immune system to recognize the agent as a threat, destroy it, and recognize further and destroy any of the microorganisms associated with that agent that it may encounter in the future.",Resolves to the value calculated from https://en.wikipedia.org/wiki/List_of_infectious_diseases on the resolution date.,wikipedia,https://en.wikipedia.org/wiki/List_of_infectious_diseases,2025-12-23,0,0.0,2025-11-23_resolution_set.json,2025-11-23-llm.json,2025-11-13T00:00:00+00:00,N/A,N/A,N/A
e03302c1f15124763fbe6535f046fce38d6cf3912e9b7b11889f9bcc523f597c,"According to Wikipedia, will Alina Kashlinskaya have an Elo rating on {resolution_date} that's at least 1% higher than on {forecast_due_date}?","The International Chess Federation (FIDE) governs international chess competition. Each month, FIDE publishes the lists 'Top 100 Players', 'Top 100 Women', 'Top 100 Juniors' and 'Top 100 Girls' and rankings of countries according to the average rating of their top 10 players and top 10 female players.
To create the rankings, FIDE uses the Elo rating system, which is a method for calculating the relative skill levels of players in zero-sum games such as chess. The difference in the ratings between two players serves as a predictor of the outcome of a match. Two players with equal ratings who play against each other are expected to score an equal number of wins. A player whose rating is 100 points greater than their opponent's is expected to score 64%; if the difference is 200 points, then the expected score for the stronger player is 76%.
A player's Elo rating is a number which may change depending on the outcome of rated games played. After every game, the winning player takes points from the losing one. The difference between the ratings of the winner and loser determines the total number of points gained or lost after a game. If the higher-rated player wins, then only a few rating points will be taken from the lower-rated player. However, if the lower-rated player scores an upset win, many rating points will be transferred. The lower-rated player will also gain a few points from the higher rated player in the event of a draw. This means that this rating system is self-correcting. Players whose ratings are too low or too high should, in the long run, do better or worse correspondingly than the rating system predicts and thus gain or lose rating points until the ratings reflect their true playing strength.
Elo ratings are comparative only, and are valid only within the rating pool in which they were calculated, rather than being an absolute measure of a player's strength.",Resolves to the value calculated from https://en.wikipedia.org/wiki/FIDE_rankings on the resolution date.,wikipedia,https://en.wikipedia.org/wiki/FIDE_rankings,2025-12-23,0,0.0,2025-11-23_resolution_set.json,2025-11-23-llm.json,2025-11-13T00:00:00+00:00,N/A,N/A,N/A
dfa2dc6d7511437365132459a03e4d7bc10632ffd78c145fb98496699647f968,"According to Wikipedia, will Leinier Domínguez have a FIDE ranking on {resolution_date} as high or higher than their ranking on {forecast_due_date}?","The International Chess Federation (FIDE) governs international chess competition. Each month, FIDE publishes the lists 'Top 100 Players', 'Top 100 Women', 'Top 100 Juniors' and 'Top 100 Girls' and rankings of countries according to the average rating of their top 10 players and top 10 female players.
To create the rankings, FIDE uses the Elo rating system, which is a method for calculating the relative skill levels of players in zero-sum games such as chess. The difference in the ratings between two players serves as a predictor of the outcome of a match. Two players with equal ratings who play against each other are expected to score an equal number of wins. A player whose rating is 100 points greater than their opponent's is expected to score 64%; if the difference is 200 points, then the expected score for the stronger player is 76%.
A player's Elo rating is a number which may change depending on the outcome of rated games played. After every game, the winning player takes points from the losing one. The difference between the ratings of the winner and loser determines the total number of points gained or lost after a game. If the higher-rated player wins, then only a few rating points will be taken from the lower-rated player. However, if the lower-rated player scores an upset win, many rating points will be transferred. The lower-rated player will also gain a few points from the higher rated player in the event of a draw. This means that this rating system is self-correcting. Players whose ratings are too low or too high should, in the long run, do better or worse correspondingly than the rating system predicts and thus gain or lose rating points until the ratings reflect their true playing strength.
Elo ratings are comparative only, and are valid only within the rating pool in which they were calculated, rather than being an absolute measure of a player's strength.",Resolves to the value calculated from https://en.wikipedia.org/wiki/FIDE_rankings on the resolution date.,wikipedia,https://en.wikipedia.org/wiki/FIDE_rankings,2025-12-23,1,1.0,2025-11-23_resolution_set.json,2025-11-23-llm.json,2025-11-13T00:00:00+00:00,N/A,N/A,N/A
